Tiempo (s)	Voltaje (V)
0.0	-0.27518267210689373
0.0006666666666666666	-0.275826897326624
0.0013333333333333333	-0.2726057712279726
0.002	-0.27324999644770287
0.0026666666666666666	-0.27228365861810744
0.003333333333333333	-0.2719615460082423
0.004	-0.27163943339837715
0.004666666666666666	-0.2729278838378377
0.005333333333333333	-0.273572109057568
0.006	-0.27389422166743316
0.006666666666666666	-0.27389422166743316
0.007333333333333333	-0.27518267210689373
0.008	-0.27453844688716345
0.008666666666666666	-0.27453844688716345
0.009333333333333332	-0.2748605594970286
0.01	-0.2742163342772983
0.010666666666666666	-0.273572109057568
0.011333333333333332	-0.27389422166743316
0.012	-0.2742163342772983
0.012666666666666666	-0.2742163342772983
0.013333333333333332	-0.2726057712279726
0.014	-0.2729278838378377
0.014666666666666666	-0.27324999644770287
0.015333333333333332	-0.273572109057568
0.016	-0.273572109057568
0.016666666666666666	-0.27324999644770287
0.017333333333333333	-0.2729278838378377
0.018	-0.2729278838378377
0.018666666666666665	-0.2729278838378377
0.019333333333333334	-0.2726057712279726
0.02	-0.2719615460082423
0.020666666666666667	-0.2719615460082423
0.021333333333333333	-0.27099520817864686
0.022	-0.2703509829589166
0.022666666666666665	-0.2697067577391863
0.02333333333333333	-0.2697067577391863
0.024	-0.26874041990959086
0.024666666666666667	-0.2674519694701303
0.025333333333333333	-0.2706730955687817
0.026	-0.2697067577391863
0.026666666666666665	-0.27099520817864686
0.02733333333333333	-0.27518267210689373
0.028	-0.27389422166743316
0.028666666666666667	-0.26938464512932114
0.029333333333333333	-0.2703509829589166
0.03	-0.27002887034905143
0.030666666666666665	-0.27099520817864686
0.03133333333333333	-0.271317320788512
0.032	-0.27099520817864686
0.03266666666666666	-0.27163943339837715
0.03333333333333333	-0.27163943339837715
0.033999999999999996	-0.2719615460082423
0.034666666666666665	-0.27324999644770287
0.035333333333333335	-0.27453844688716345
0.036	-0.27453844688716345
0.03666666666666667	-0.275826897326624
0.03733333333333333	-0.275826897326624
0.038	-0.275826897326624
0.03866666666666667	-0.2764711225463543
0.03933333333333333	-0.2755047847167589
0.04	-0.2764711225463543
0.04066666666666666	-0.2764711225463543
0.04133333333333333	-0.2764711225463543
0.041999999999999996	-0.2764711225463543
0.042666666666666665	-0.2764711225463543
0.043333333333333335	-0.2771153477660846
0.044	-0.2771153477660846
0.04466666666666667	-0.27679323515621945
0.04533333333333333	-0.2764711225463543
0.046	-0.27679323515621945
0.04666666666666666	-0.27614900993648916
0.04733333333333333	-0.27614900993648916
0.048	-0.2771153477660846
0.048666666666666664	-0.27614900993648916
0.04933333333333333	-0.2764711225463543
0.049999999999999996	-0.275826897326624
0.050666666666666665	-0.2755047847167589
0.051333333333333335	-0.275826897326624
0.052	-0.2755047847167589
0.05266666666666667	-0.2755047847167589
0.05333333333333333	-0.2755047847167589
0.054	-0.2748605594970286
0.05466666666666666	-0.27518267210689373
0.05533333333333333	-0.27518267210689373
0.056	-0.2748605594970286
0.056666666666666664	-0.2755047847167589
0.05733333333333333	-0.2748605594970286
0.057999999999999996	-0.27453844688716345
0.058666666666666666	-0.27453844688716345
0.05933333333333333	-0.27453844688716345
0.06	-0.27453844688716345
0.06066666666666667	-0.27453844688716345
0.06133333333333333	-0.27453844688716345
0.062	-0.2748605594970286
0.06266666666666666	-0.2742163342772983
0.06333333333333332	-0.27453844688716345
0.064	-0.2748605594970286
0.06466666666666666	-0.27453844688716345
0.06533333333333333	-0.27453844688716345
0.066	-0.27389422166743316
0.06666666666666667	-0.27389422166743316
0.06733333333333333	-0.27453844688716345
0.06799999999999999	-0.273572109057568
0.06866666666666667	-0.27389422166743316
0.06933333333333333	-0.27389422166743316
0.06999999999999999	-0.27389422166743316
0.07066666666666667	-0.273572109057568
0.07133333333333333	-0.2742163342772983
0.072	-0.27324999644770287
0.07266666666666667	-0.27389422166743316
0.07333333333333333	-0.273572109057568
0.074	-0.27389422166743316
0.07466666666666666	-0.27389422166743316
0.07533333333333334	-0.27324999644770287
0.076	-0.27324999644770287
0.07666666666666666	-0.273572109057568
0.07733333333333334	-0.273572109057568
0.078	-0.273572109057568
0.07866666666666666	-0.273572109057568
0.07933333333333333	-0.273572109057568
0.08	-0.273572109057568
0.08066666666666666	-0.273572109057568
0.08133333333333333	-0.273572109057568
0.082	-0.27324999644770287
0.08266666666666667	-0.273572109057568
0.08333333333333333	-0.2742163342772983
0.08399999999999999	-0.27389422166743316
0.08466666666666667	-0.2742163342772983
0.08533333333333333	-0.2742163342772983
0.086	-0.27389422166743316
0.08666666666666667	-0.273572109057568
0.08733333333333333	-0.273572109057568
0.088	-0.27389422166743316
0.08866666666666666	-0.27389422166743316
0.08933333333333333	-0.2742163342772983
0.09	-0.2742163342772983
0.09066666666666666	-0.27389422166743316
0.09133333333333334	-0.27389422166743316
0.092	-0.273572109057568
0.09266666666666666	-0.27389422166743316
0.09333333333333332	-0.27389422166743316
0.094	-0.27324999644770287
0.09466666666666666	-0.27389422166743316
